src,dst,spec,core_src,core_dst,#core,used_slot,tfk_slot
78,84,46.0,1,1,1,13,12.0
78,93,17.0,1,0,2,9,15.0
78,96,26.0,1,1,1,10,9.0
79,11,62.0,2,2,1,3,2.0
79,17,55.0,1,0,1,3,2.0
79,20,43.0,0,1,1,21,20.0
79,37,44.0,1,0,1,4,3.0
79,42,0.0,2,2,1,13,12.0
79,45,60.0,2,2,1,2,1.0
79,55,6.0,0,1,2,9,16.0
79,61,0.0,1,1,1,6,5.0
79,84,22.0,1,1,1,17,16.0
79,88,29.0,0,2,1,14,13.0
79,99,15.0,1,2,1,7,6.0
80,2,27.0,2,0,1,14,13.0
80,8,0.0,2,0,1,13,12.0
80,34,61.0,0,1,1,19,18.0
80,42,51.0,0,2,1,10,9.0
80,81,16.0,1,0,1,9,8.0
80,89,8.0,0,1,1,2,1.0
80,92,4.0,0,1,1,3,2.0
81,8,24.0,1,0,1,19,18.0
81,21,2.0,1,0,1,13,12.0
81,37,59.0,2,0,1,17,16.0
